,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,fixed_sulfur_dioxide
1964,7.2,0.3,0.3,8.1,0.05,40.0,188.0,0.99652,3.15,0.49,9.1,6,148.0
1965,7.4,0.34,0.3,13.0,0.037,57.0,169.0,0.99698,3.25,0.37,10.4,6,112.0
1966,6.1,0.17,0.29,6.0,0.03,29.0,144.0,0.99474,3.39,0.46,10.7,6,115.0
1967,6.3,0.17,0.24,6.0,0.039,25.0,107.0,0.99511,3.39,0.49,10.5,7,82.0
1968,6.2,0.4,0.49,7.2,0.058,47.0,195.0,0.99582,3.21,0.43,9.2,5,148.0
1969,6.0,0.33,0.22,3.0,0.036,15.0,86.0,0.99125,3.28,0.4,11.5,4,71.0
1970,7.6,0.4,0.37,1.2,0.034,15.0,86.0,0.99256,3.05,0.54,10.4,3,71.0
1971,7.2,0.2,0.3,2.0,0.039,43.0,188.0,0.9911,3.3,0.41,12.0,6,145.0
1972,7.0,0.32,0.29,4.9,0.036,41.0,150.0,0.99168,3.38,0.43,12.2,6,109.0
1973,7.0,0.22,0.29,8.9,0.05,24.0,90.0,0.99556,3.29,0.46,9.8,6,66.0
1974,8.0,0.23,0.49,13.0,0.058,52.5,195.0,0.9978,3.1,0.51,9.3,5,142.5
1975,6.4,0.27,0.22,2.0,0.058,21.0,191.0,0.99516,3.39,0.63,9.6,4,170.0
1976,6.4,0.27,0.22,1.9,0.058,21.0,195.0,0.99516,3.39,0.64,9.5,4,174.0
1977,7.0,0.23,0.42,5.1,0.042,37.0,144.0,0.99518,3.39,0.59,10.2,6,107.0
1978,6.9,0.17,0.28,4.4,0.03,15.0,107.0,0.99347,3.24,0.46,10.4,8,92.0
1979,6.7,0.26,0.29,5.8,0.03,26.0,86.0,0.9929,3.28,0.53,11.0,6,60.0
1980,7.6,0.2,0.49,12.9,0.042,56.0,160.0,0.9978,3.05,0.41,8.7,5,104.0
1981,6.9,0.3,0.29,1.3,0.053,24.0,189.0,0.99362,3.29,0.54,9.9,4,165.0
1982,6.9,0.3,0.3,1.3,0.053,24.0,186.0,0.99361,3.29,0.54,9.9,4,162.0
1983,7.6,0.21,0.35,1.2,0.041,15.0,106.0,0.9914,3.06,0.45,11.3,4,91.0
1984,6.8,0.4,0.26,2.7,0.042,28.0,86.0,0.99114,3.38,0.51,12.0,8,58.0
1985,7.0,0.28,0.26,1.7,0.042,34.0,130.0,0.9925,3.39,0.5,10.7,8,96.0
1986,6.5,0.24,0.29,8.2,0.043,32.0,156.0,0.99453,3.13,0.64,10.1,6,124.0
1987,6.4,0.17,0.34,1.5,0.058,42.0,135.0,0.9938,3.25,0.49,9.6,7,93.0
1988,6.4,0.17,0.34,1.5,0.058,43.0,136.0,0.9938,3.25,0.49,9.6,6,93.0
1989,6.3,0.4,0.49,12.9,0.056,57.0,195.0,0.9978,3.29,0.49,8.7,5,138.0
1990,7.0,0.27,0.29,3.9,0.058,28.0,195.0,0.9961,3.39,0.59,10.3,5,167.0
1991,8.0,0.3,0.25,13.0,0.047,25.0,195.0,0.9978,3.01,0.64,9.1,5,170.0
1992,6.5,0.19,0.27,4.9,0.037,15.0,101.0,0.9916,3.17,0.41,11.8,6,86.0
1993,8.0,0.36,0.39,1.6,0.03,26.0,93.0,0.99116,3.15,0.49,11.9,6,67.0
1994,6.1,0.17,0.24,1.4,0.046,17.0,86.0,0.99319,3.39,0.57,10.3,6,69.0
1995,8.0,0.19,0.42,2.0,0.047,16.0,104.0,0.99517,3.09,0.64,10.0,4,88.0
1996,8.0,0.17,0.49,2.0,0.044,18.0,107.0,0.99514,3.1,0.53,10.2,4,89.0
1997,8.0,0.26,0.28,8.2,0.038,57.0,195.0,0.99566,3.12,0.56,10.0,6,138.0
1998,8.0,0.33,0.36,2.1,0.034,19.0,125.0,0.99166,3.01,0.64,12.7,6,106.0
1999,8.0,0.17,0.46,1.8,0.046,23.0,130.0,0.99587,3.04,0.64,9.6,5,107.0
2000,6.6,0.23,0.22,8.5,0.044,57.0,188.0,0.99558,3.16,0.49,9.5,5,131.0
2001,7.9,0.4,0.26,4.45,0.033,23.0,100.0,0.99117,3.17,0.52,12.7,6,77.0
2002,7.6,0.31,0.27,5.8,0.036,23.0,109.0,0.99399,3.34,0.54,11.0,6,86.0
2003,7.5,0.4,0.22,13.0,0.044,44.0,195.0,0.99741,3.1,0.5,9.1,5,151.0
2004,7.1,0.21,0.28,2.7,0.034,23.0,111.0,0.99405,3.35,0.64,10.2,4,88.0
2005,7.0,0.17,0.26,7.3,0.047,30.0,195.0,0.99622,3.38,0.58,10.1,6,165.0
2006,8.0,0.27,0.25,13.0,0.045,50.0,195.0,0.9978,3.05,0.5,9.2,6,145.0
2007,6.3,0.38,0.22,8.8,0.058,50.0,195.0,0.9978,3.39,0.64,9.4,4,145.0
2008,6.2,0.38,0.22,7.4,0.058,28.0,195.0,0.99773,3.39,0.64,9.2,4,167.0
2009,8.0,0.24,0.3,2.3,0.05,23.0,106.0,0.99397,3.01,0.5,10.0,5,83.0
2010,7.0,0.17,0.26,6.85,0.047,30.0,195.0,0.99622,3.38,0.58,10.1,6,165.0
2011,7.3,0.4,0.22,11.4,0.044,45.0,195.0,0.99713,3.15,0.46,9.0,5,150.0
2012,6.3,0.4,0.22,1.2,0.032,25.0,98.0,0.99274,3.16,0.42,9.5,5,73.0
2013,6.1,0.36,0.41,13.0,0.058,57.0,195.0,0.9978,3.39,0.53,9.1,5,138.0
2014,8.0,0.4,0.32,7.9,0.031,23.0,118.0,0.99176,3.05,0.46,13.3,7,95.0
2015,6.8,0.26,0.43,11.75,0.045,53.0,195.0,0.9969,3.26,0.55,9.5,5,142.0
2016,6.2,0.4,0.22,7.7,0.058,28.0,195.0,0.99771,3.39,0.64,9.2,5,167.0
2017,7.2,0.24,0.29,3.0,0.036,17.0,117.0,0.99411,3.36,0.64,10.1,6,100.0
2018,7.3,0.22,0.26,1.5,0.04,32.0,172.0,0.99194,3.27,0.48,11.2,6,140.0
2019,8.0,0.34,0.28,7.5,0.04,57.0,195.0,0.99558,3.14,0.55,9.8,6,138.0
2020,6.4,0.28,0.22,8.3,0.042,57.0,195.0,0.99577,3.22,0.46,9.4,5,138.0
2021,6.3,0.29,0.22,7.05,0.045,50.0,177.0,0.99564,3.23,0.42,9.0,5,127.0
2022,6.4,0.27,0.22,8.4,0.044,57.0,195.0,0.99578,3.21,0.47,9.4,5,138.0
2023,7.4,0.35,0.22,13.0,0.054,57.0,195.0,0.9978,3.11,0.5,8.9,6,138.0
2024,8.0,0.28,0.27,13.0,0.045,48.0,195.0,0.9978,3.02,0.56,9.1,6,147.0
2025,6.4,0.35,0.35,5.6,0.034,15.0,148.0,0.99441,3.17,0.5,9.8,4,133.0
2026,6.9,0.4,0.28,9.4,0.056,29.0,183.0,0.99594,3.17,0.43,9.4,5,154.0
2027,8.0,0.26,0.28,4.8,0.05,34.0,150.0,0.99437,3.13,0.5,10.0,6,116.0
2028,7.3,0.27,0.37,9.7,0.042,36.0,130.0,0.9978,3.39,0.64,9.9,6,94.0
2029,6.8,0.4,0.26,6.3,0.058,49.0,159.0,0.99434,3.14,0.47,10.0,5,110.0
2030,7.2,0.2,0.28,1.6,0.03,15.0,168.0,0.99203,3.17,0.64,11.5,6,153.0
2031,7.6,0.285,0.32,13.0,0.058,32.0,195.0,0.9978,3.01,0.45,9.2,5,163.0
2032,6.6,0.32,0.33,2.5,0.052,40.0,195.0,0.99316,3.15,0.6,10.0,5,155.0
2033,6.6,0.34,0.34,2.6,0.051,40.5,195.0,0.99314,3.15,0.61,10.0,5,154.5
2034,6.6,0.32,0.33,2.5,0.052,40.0,195.0,0.99316,3.15,0.6,10.0,5,155.0
2035,6.5,0.27,0.26,8.2,0.042,21.0,133.0,0.99612,3.39,0.64,9.8,6,112.0
2036,6.6,0.26,0.27,1.5,0.04,19.0,114.0,0.99295,3.36,0.62,10.5,6,95.0
2037,6.7,0.27,0.26,2.3,0.043,57.0,181.0,0.99394,3.39,0.63,10.6,6,124.0
2038,6.6,0.4,0.22,10.0,0.037,38.0,157.0,0.99642,3.28,0.52,9.4,5,119.0
2039,7.3,0.19,0.27,1.6,0.03,35.0,136.0,0.99248,3.38,0.54,11.0,7,101.0
2040,6.3,0.2,0.26,1.6,0.03,36.0,141.0,0.99268,3.39,0.56,10.8,6,105.0
2041,7.1,0.29,0.3,13.0,0.036,57.0,195.0,0.9978,3.3,0.64,9.0,5,138.0
2042,7.8,0.32,0.33,10.4,0.031,47.0,194.0,0.99692,3.07,0.58,9.6,6,147.0
2043,8.0,0.33,0.36,7.4,0.037,36.0,156.0,0.99592,3.19,0.54,10.6,6,120.0
2044,6.6,0.33,0.24,13.0,0.045,31.0,147.0,0.9978,3.08,0.52,9.2,5,116.0
2045,8.0,0.26,0.33,2.6,0.053,15.0,86.0,0.99402,3.01,0.49,9.5,5,71.0
2046,8.0,0.25,0.33,2.5,0.053,15.0,86.0,0.99404,3.01,0.48,9.5,5,71.0
2047,7.0,0.26,0.26,10.8,0.039,37.0,184.0,0.9978,3.39,0.58,10.3,7,147.0
2048,6.0,0.26,0.22,1.2,0.053,35.0,124.0,0.99347,3.08,0.46,8.8,5,89.0
2049,7.5,0.28,0.49,12.1,0.041,53.0,161.0,0.9978,3.01,0.44,8.7,5,108.0
2050,7.5,0.27,0.49,11.95,0.04,51.0,159.0,0.9978,3.01,0.44,8.7,5,108.0
2051,7.0,0.28,0.32,1.7,0.038,27.0,128.0,0.99375,3.2,0.62,10.2,6,101.0
2052,5.8,0.17,0.34,1.2,0.03,26.0,86.0,0.99155,3.25,0.51,10.1,6,60.0
2053,6.8,0.34,0.22,1.4,0.049,29.0,118.0,0.9936,3.21,0.41,9.5,5,89.0
2054,7.6,0.25,0.34,1.3,0.056,34.0,176.0,0.99434,3.1,0.51,9.5,5,142.0
2055,5.8,0.35,0.4,6.3,0.03,23.0,174.0,0.9922,3.39,0.5,11.6,7,151.0
2056,8.0,0.24,0.23,10.3,0.032,15.0,97.0,0.99571,3.13,0.4,10.7,6,82.0
2057,6.0,0.29,0.22,13.0,0.043,20.0,142.0,0.99658,3.11,0.54,10.1,6,122.0
2058,6.1,0.27,0.31,1.5,0.035,17.0,86.0,0.99076,3.32,0.44,11.1,7,69.0
2059,7.4,0.4,0.22,1.5,0.058,19.0,117.0,0.99496,3.22,0.53,9.8,5,98.0
2060,6.8,0.29,0.49,1.4,0.058,52.0,148.0,0.9937,3.08,0.49,9.0,6,96.0
2061,6.3,0.27,0.37,7.9,0.047,57.0,195.0,0.99542,3.19,0.48,9.5,6,138.0
2062,6.6,0.24,0.3,13.0,0.052,18.0,143.0,0.9978,3.37,0.49,9.4,6,125.0
2063,6.8,0.32,0.3,1.2,0.049,22.0,113.0,0.99289,3.24,0.61,10.2,5,91.0
2064,6.4,0.37,0.37,4.85,0.041,39.5,195.0,0.99432,3.1,0.5,9.8,6,155.5
2065,6.2,0.26,0.37,7.1,0.047,54.0,195.0,0.99523,3.19,0.48,9.5,6,141.0
2066,6.4,0.3,0.22,7.5,0.05,55.0,191.0,0.9959,3.17,0.49,9.0,5,136.0
2067,8.0,0.28,0.32,7.6,0.045,57.0,195.0,0.99543,3.1,0.55,10.1,6,138.0
2068,6.7,0.24,0.32,10.3,0.058,37.0,122.0,0.99662,3.02,0.45,8.8,5,85.0
2069,7.9,0.27,0.27,1.7,0.034,25.0,122.0,0.99088,3.01,0.51,11.9,6,97.0
2070,6.1,0.28,0.24,13.0,0.058,32.0,174.0,0.9978,3.19,0.44,9.3,6,142.0
2071,7.7,0.39,0.49,7.7,0.036,15.0,110.0,0.9966,3.33,0.64,10.0,6,95.0
2072,6.0,0.2,0.24,5.3,0.058,49.0,195.0,0.99466,3.21,0.43,9.5,5,146.0
2073,7.6,0.31,0.23,12.7,0.054,20.0,139.0,0.9978,3.16,0.5,9.7,4,119.0
2074,6.3,0.18,0.22,1.5,0.043,45.0,155.0,0.99238,3.19,0.48,10.2,5,110.0
2075,8.0,0.23,0.25,11.3,0.031,15.0,96.0,0.99645,3.11,0.4,10.8,5,81.0
2076,6.8,0.21,0.36,13.0,0.046,32.0,133.0,0.9978,3.27,0.48,8.8,5,101.0
2077,6.9,0.26,0.31,7.0,0.039,37.0,175.0,0.99376,3.32,0.49,11.4,6,138.0
2078,6.4,0.31,0.4,6.4,0.039,39.0,191.0,0.99513,3.14,0.52,9.8,5,152.0
2079,8.0,0.34,0.36,1.4,0.045,15.0,119.0,0.99556,3.17,0.47,9.4,4,104.0
2080,8.0,0.3,0.28,3.1,0.054,54.0,174.0,0.99543,3.21,0.43,9.4,6,120.0
2081,7.4,0.4,0.41,13.0,0.053,37.0,194.0,0.9978,3.2,0.63,9.4,6,157.0
2082,6.6,0.32,0.34,7.7,0.044,57.0,195.0,0.99526,3.22,0.48,9.7,6,138.0
2083,7.1,0.34,0.31,5.2,0.032,36.0,140.0,0.99166,3.35,0.47,12.3,7,104.0
2084,6.6,0.26,0.25,11.6,0.045,45.0,178.0,0.99691,3.33,0.43,9.8,6,133.0
2085,8.0,0.27,0.49,10.4,0.053,18.0,134.0,0.99732,3.12,0.64,9.0,5,116.0
2086,6.2,0.28,0.45,7.5,0.045,46.0,195.0,0.99573,3.26,0.46,9.2,6,149.0
2087,6.2,0.3,0.49,11.2,0.058,57.0,195.0,0.99656,3.19,0.6,9.4,6,138.0
2088,5.8,0.175,0.29,1.2,0.043,20.0,86.0,0.99112,3.28,0.48,9.9,6,66.0
2089,6.9,0.34,0.36,1.4,0.032,15.0,145.0,0.99214,3.07,0.52,9.8,5,130.0
2090,6.9,0.34,0.3,4.7,0.03,34.0,148.0,0.99165,3.36,0.49,12.3,7,114.0
2091,7.1,0.17,0.3,3.1,0.03,15.0,86.0,0.99022,3.02,0.52,11.9,7,71.0
2092,7.1,0.32,0.29,4.0,0.038,33.0,170.0,0.99463,3.27,0.64,10.2,6,137.0
2093,7.3,0.4,0.29,11.3,0.034,57.0,195.0,0.99683,3.14,0.56,9.5,6,138.0
2094,6.3,0.24,0.49,8.1,0.04,57.0,195.0,0.99596,3.24,0.5,9.2,5,138.0
2095,7.5,0.4,0.23,13.0,0.054,28.0,174.0,0.9978,3.18,0.49,9.7,5,146.0
2096,6.5,0.18,0.33,1.4,0.03,35.0,138.0,0.99114,3.36,0.6,11.5,7,103.0
2097,7.3,0.17,0.24,8.1,0.058,32.0,162.0,0.99508,3.17,0.38,10.4,8,130.0
2098,8.0,0.2,0.38,3.5,0.053,41.0,174.0,0.99306,3.22,0.41,11.6,5,133.0
2099,7.3,0.17,0.35,1.5,0.036,29.0,108.0,0.99342,3.27,0.51,10.2,6,79.0
2100,6.4,0.17,0.37,1.5,0.037,27.0,109.0,0.99345,3.38,0.5,9.8,6,82.0
2101,6.6,0.4,0.22,12.8,0.044,26.0,158.0,0.99772,3.24,0.47,9.0,5,132.0
2102,5.8,0.3,0.22,1.6,0.036,57.0,163.0,0.99239,3.38,0.59,10.5,6,106.0
2103,6.7,0.4,0.27,7.1,0.049,15.0,178.0,0.99502,3.16,0.38,9.4,4,163.0
2104,6.4,0.22,0.3,11.2,0.046,53.0,149.0,0.99479,3.21,0.36,10.8,5,96.0
2105,6.8,0.23,0.3,1.7,0.043,19.0,95.0,0.99207,3.17,0.46,10.7,7,76.0
2106,8.0,0.26,0.34,6.7,0.03,21.0,162.0,0.99497,3.08,0.5,10.6,6,141.0
2107,6.5,0.23,0.25,13.0,0.046,15.0,110.0,0.9978,3.15,0.42,9.2,6,95.0
2108,5.9,0.28,0.22,8.6,0.032,30.0,142.0,0.99542,3.28,0.44,9.5,6,112.0
2109,6.2,0.27,0.22,1.5,0.03,20.0,111.0,0.99228,3.39,0.5,10.0,5,91.0
2110,8.0,0.29,0.34,12.1,0.03,34.0,177.0,0.99706,3.13,0.47,10.6,5,143.0
2111,8.0,0.27,0.34,10.7,0.03,19.5,166.0,0.99669,3.13,0.48,10.6,5,146.5
2112,6.9,0.32,0.3,1.8,0.036,28.0,117.0,0.99269,3.24,0.48,11.0,6,89.0
2113,7.2,0.22,0.24,1.4,0.041,17.0,159.0,0.99196,3.25,0.53,11.2,6,142.0
2114,6.7,0.4,0.38,7.5,0.046,26.0,175.0,0.99662,3.32,0.54,9.6,5,149.0
2115,6.2,0.33,0.22,4.8,0.052,27.0,128.0,0.99475,3.21,0.48,9.4,5,101.0
2116,6.3,0.26,0.42,7.1,0.045,57.0,195.0,0.99544,3.2,0.53,9.5,6,138.0
2117,7.5,0.2,0.47,13.0,0.052,51.0,188.0,0.9978,3.09,0.62,9.3,5,137.0
2118,6.6,0.36,0.49,11.3,0.046,15.0,110.0,0.9966,3.07,0.46,9.4,5,95.0
2119,6.3,0.17,0.42,1.2,0.043,57.0,146.0,0.99066,3.13,0.64,11.2,7,89.0
2120,6.4,0.17,0.44,1.2,0.043,57.0,150.0,0.9907,3.14,0.64,11.2,7,93.0
2121,7.6,0.23,0.49,12.9,0.033,54.0,170.0,0.9978,3.01,0.53,8.8,5,116.0
2122,5.8,0.255,0.49,1.2,0.058,17.0,137.0,0.99307,3.2,0.42,9.4,5,120.0
2123,6.9,0.32,0.26,2.3,0.03,15.0,103.0,0.99106,3.06,0.42,11.1,6,88.0
2124,6.9,0.28,0.22,10.0,0.052,36.0,131.0,0.99696,3.08,0.46,9.6,5,95.0
2125,6.6,0.4,0.22,1.4,0.037,28.0,160.0,0.99167,3.01,0.45,10.6,6,132.0
2126,7.3,0.37,0.22,13.0,0.048,57.0,195.0,0.9978,3.13,0.45,8.9,5,138.0
2127,6.9,0.21,0.24,1.8,0.03,17.0,86.0,0.99022,3.15,0.46,12.3,7,69.0
2128,6.6,0.24,0.28,1.8,0.03,39.0,132.0,0.99182,3.34,0.46,11.4,5,93.0
2129,6.8,0.28,0.36,7.0,0.043,57.0,195.0,0.99556,3.16,0.49,9.6,6,138.0
2130,6.6,0.24,0.24,8.6,0.034,25.0,135.0,0.99582,3.33,0.59,10.3,6,110.0
2131,7.0,0.17,0.32,1.2,0.032,29.0,86.0,0.99022,3.23,0.36,12.1,6,57.0
2132,7.0,0.17,0.28,1.3,0.03,15.0,86.0,0.99352,3.39,0.45,9.9,5,71.0
2133,6.3,0.34,0.36,4.9,0.035,31.0,185.0,0.9946,3.15,0.49,9.7,5,154.0
2134,6.8,0.26,0.24,1.9,0.043,57.0,154.0,0.99273,3.18,0.52,10.5,5,97.0
2135,6.7,0.17,0.42,10.4,0.038,57.0,182.0,0.99628,3.04,0.44,8.9,6,125.0
2136,6.5,0.27,0.4,10.0,0.039,57.0,195.0,0.99582,3.18,0.5,9.4,5,138.0
2137,6.7,0.25,0.36,8.6,0.037,57.0,195.0,0.99553,3.18,0.5,9.6,5,138.0
2138,5.8,0.3,0.27,1.7,0.03,45.0,104.0,0.99022,3.39,0.56,12.6,7,59.0
2139,6.4,0.28,0.49,1.7,0.058,49.0,106.0,0.99354,3.1,0.37,9.2,6,57.0
2140,7.7,0.3,0.26,13.0,0.053,36.0,174.0,0.9978,3.2,0.5,10.4,5,138.0
2141,6.8,0.18,0.3,12.8,0.058,19.0,171.0,0.9978,3.01,0.52,9.0,7,152.0
2142,5.8,0.17,0.25,1.2,0.039,15.0,89.0,0.9919,3.22,0.43,9.2,6,74.0
2143,7.2,0.4,0.22,1.4,0.058,25.0,154.0,0.99499,3.2,0.48,9.7,4,129.0
2144,6.9,0.17,0.28,13.0,0.05,47.0,132.0,0.99655,3.34,0.42,10.1,6,85.0
2145,6.7,0.34,0.3,8.5,0.058,24.0,152.0,0.99615,3.39,0.64,11.0,7,128.0
2146,7.3,0.32,0.29,1.5,0.038,32.0,144.0,0.99296,3.2,0.55,10.8,5,112.0
2147,6.3,0.21,0.29,11.7,0.048,49.0,147.0,0.99482,3.22,0.38,10.8,5,98.0
2148,5.8,0.4,0.22,5.0,0.03,15.0,107.0,0.99079,3.39,0.64,13.5,7,92.0
2149,8.0,0.4,0.34,1.2,0.042,18.0,167.0,0.99366,3.24,0.39,10.6,5,149.0
2150,7.8,0.28,0.31,2.1,0.046,28.0,195.0,0.99434,3.23,0.64,9.8,5,167.0
2151,6.4,0.22,0.34,1.4,0.03,56.0,115.0,0.99022,3.18,0.64,11.7,6,59.0
2152,6.9,0.32,0.27,13.0,0.034,57.0,185.0,0.9978,3.34,0.6,9.0,6,128.0
2153,6.8,0.17,0.42,1.2,0.042,51.0,132.0,0.99059,3.18,0.64,11.3,7,81.0
2154,6.2,0.26,0.32,13.0,0.031,57.0,185.0,0.9978,3.31,0.61,9.4,5,128.0
2155,6.7,0.3,0.29,2.8,0.03,37.0,107.0,0.99159,3.31,0.63,11.3,7,70.0
2156,7.1,0.2,0.3,1.2,0.03,15.0,86.0,0.99022,3.2,0.36,12.0,6,71.0
2157,7.2,0.2,0.36,2.5,0.03,22.0,157.0,0.9938,3.39,0.49,10.6,6,135.0
2158,8.0,0.26,0.33,8.1,0.03,47.0,195.0,0.99558,3.13,0.46,10.8,6,148.0
2159,7.5,0.25,0.32,8.2,0.03,53.0,195.0,0.99563,3.12,0.46,10.8,6,142.0
2160,6.3,0.27,0.46,11.1,0.053,44.0,177.0,0.99691,3.18,0.64,9.4,5,133.0
2161,6.5,0.3,0.39,7.8,0.038,57.0,195.0,0.9959,3.19,0.5,9.4,5,138.0
2162,6.6,0.36,0.49,10.1,0.05,29.0,140.0,0.99628,3.07,0.4,9.4,5,111.0
2163,6.15,0.21,0.37,3.2,0.03,20.0,86.0,0.99076,3.39,0.47,12.0,5,66.0
2164,6.5,0.18,0.41,13.0,0.039,47.0,129.0,0.99678,3.28,0.64,10.3,7,82.0
2165,6.6,0.26,0.22,2.9,0.03,48.0,126.0,0.99089,3.22,0.38,11.3,7,78.0
2166,6.6,0.35,0.35,6.0,0.058,31.0,150.0,0.99537,3.1,0.47,9.4,6,119.0
2167,6.5,0.28,0.28,13.0,0.041,40.0,144.0,0.9978,3.14,0.38,8.7,5,104.0
2168,5.8,0.19,0.22,1.2,0.033,57.0,159.0,0.99332,3.34,0.42,8.0,5,102.0
2169,8.0,0.24,0.26,1.7,0.033,36.0,136.0,0.99316,3.39,0.51,10.4,7,100.0
2170,7.8,0.17,0.23,1.7,0.03,39.0,128.0,0.99272,3.37,0.41,10.7,7,89.0
2171,7.0,0.24,0.24,9.0,0.03,42.0,195.0,0.99636,3.39,0.46,10.2,6,153.0
2172,5.8,0.4,0.22,1.3,0.044,57.0,195.0,0.99202,3.39,0.43,10.9,5,138.0
2173,5.9,0.4,0.26,1.4,0.03,23.0,109.0,0.99148,3.3,0.36,10.5,6,86.0
2174,6.7,0.28,0.28,2.4,0.03,36.0,100.0,0.99064,3.26,0.39,11.7,7,64.0
2175,6.8,0.4,0.22,13.0,0.058,57.0,186.0,0.9978,3.13,0.45,8.6,5,129.0
2176,7.2,0.24,0.27,11.4,0.034,40.0,174.0,0.99773,3.2,0.44,9.0,5,134.0
2177,8.0,0.31,0.49,13.0,0.044,27.0,191.0,0.9978,3.01,0.64,8.7,5,164.0
2178,8.0,0.32,0.26,2.1,0.058,26.0,87.0,0.99022,3.1,0.47,12.8,6,61.0
2179,7.5,0.17,0.38,1.2,0.03,42.0,104.0,0.99112,3.28,0.53,11.8,6,62.0
2180,8.0,0.17,0.37,1.2,0.034,36.0,86.0,0.99136,3.05,0.55,11.6,6,50.0
2181,7.4,0.2,0.37,1.2,0.03,28.0,89.0,0.99132,3.14,0.61,11.8,6,61.0
2182,6.1,0.17,0.35,13.0,0.042,55.0,158.0,0.99642,3.24,0.37,10.6,5,103.0
2183,7.6,0.23,0.4,5.2,0.058,15.0,91.0,0.99488,3.17,0.64,9.7,5,76.0
2184,8.0,0.33,0.22,5.2,0.047,24.0,151.0,0.99527,3.22,0.47,10.3,5,127.0
2185,7.15,0.17,0.24,9.6,0.058,56.0,178.0,0.99578,3.15,0.44,10.2,6,122.0
2186,6.7,0.17,0.3,5.2,0.048,38.0,113.0,0.99352,3.33,0.44,10.1,7,75.0
2187,5.8,0.18,0.36,1.2,0.046,15.0,86.0,0.99199,3.39,0.64,10.9,7,71.0
2188,5.8,0.17,0.28,1.2,0.037,43.0,127.0,0.99198,3.24,0.51,9.3,5,84.0
2189,6.6,0.23,0.29,13.0,0.057,29.0,144.0,0.99756,3.33,0.54,10.2,6,115.0
2190,7.0,0.34,0.39,6.9,0.058,43.0,162.0,0.99561,3.11,0.53,9.5,5,119.0
2191,6.4,0.4,0.26,3.4,0.058,25.0,146.0,0.99347,3.18,0.4,9.3,5,121.0
2192,7.3,0.22,0.31,2.3,0.03,45.0,86.0,0.99022,3.06,0.36,12.9,7,41.0
2193,6.4,0.28,0.27,11.0,0.042,45.0,148.0,0.9978,3.14,0.46,8.7,5,103.0
2194,6.9,0.4,0.22,5.95,0.058,57.0,195.0,0.99705,3.39,0.57,9.4,5,138.0
2195,6.8,0.19,0.23,5.1,0.034,57.0,195.0,0.9942,3.23,0.64,10.1,5,138.0
2196,7.1,0.23,0.24,5.4,0.039,57.0,195.0,0.9948,3.19,0.64,10.0,4,138.0
2197,6.45,0.17,0.42,1.2,0.05,51.0,129.0,0.99116,3.27,0.64,11.1,7,78.0
2198,6.5,0.17,0.44,12.6,0.052,57.0,158.0,0.99688,3.26,0.64,10.3,7,101.0
2199,7.1,0.17,0.34,1.2,0.033,27.0,86.0,0.99022,3.24,0.41,12.2,6,59.0
2200,6.7,0.33,0.34,6.6,0.058,35.0,156.0,0.99542,3.11,0.48,9.3,6,121.0
2201,7.2,0.3,0.26,1.5,0.041,46.0,178.0,0.99154,3.19,0.56,11.3,6,132.0
2202,7.0,0.23,0.33,1.2,0.043,46.0,110.0,0.99118,3.04,0.64,10.8,6,64.0
2203,8.0,0.17,0.25,1.2,0.033,15.0,86.0,0.99044,3.01,0.39,11.2,8,71.0
2204,6.2,0.21,0.34,6.6,0.03,36.0,91.0,0.9914,3.32,0.45,12.5,7,55.0
2205,8.0,0.4,0.41,8.2,0.05,15.0,122.0,0.9978,3.39,0.49,9.3,5,107.0
2206,5.9,0.34,0.31,2.0,0.03,38.0,142.0,0.99022,3.39,0.41,12.9,7,104.0
2207,6.6,0.17,0.25,1.4,0.039,21.0,131.0,0.99114,3.2,0.45,11.2,7,110.0
2208,8.0,0.4,0.22,2.0,0.039,21.0,120.0,0.99188,3.01,0.64,12.6,6,99.0
2209,6.8,0.26,0.4,7.5,0.046,45.0,179.0,0.99583,3.2,0.49,9.3,5,134.0
2210,5.9,0.3,0.3,2.0,0.03,38.0,142.0,0.99022,3.39,0.41,12.9,7,104.0
2211,7.0,0.17,0.3,13.0,0.049,46.0,120.0,0.99704,3.2,0.36,9.5,7,74.0
2212,7.9,0.37,0.31,2.85,0.037,15.0,86.0,0.9911,3.19,0.36,11.9,6,71.0
2213,7.2,0.35,0.25,5.6,0.032,23.0,120.0,0.99334,3.01,0.64,10.3,7,97.0
2214,7.2,0.32,0.24,5.6,0.033,23.0,120.0,0.99334,3.01,0.64,10.3,7,97.0
2215,7.6,0.17,0.33,1.2,0.031,33.0,93.0,0.99094,3.06,0.64,11.2,6,60.0
2216,6.2,0.25,0.31,3.2,0.03,32.0,150.0,0.99022,3.18,0.36,12.0,6,118.0
2217,7.1,0.31,0.22,1.2,0.042,21.0,144.0,0.99304,3.13,0.4,9.6,5,123.0
2218,7.6,0.18,0.28,7.1,0.041,29.0,110.0,0.99652,3.2,0.42,9.2,6,81.0
2219,8.0,0.17,0.29,2.4,0.03,52.0,119.0,0.99022,3.03,0.36,12.9,6,67.0
2220,7.2,0.19,0.27,11.2,0.058,46.0,149.0,0.99772,3.01,0.59,9.3,6,103.0
